Wheel,LastSyncPulseTime,ArduinoTime,BonsaiTime,RenderFrameCount
0,3096,4344,61054699.6608,245
0,3096,4354,61054708.6336,245
0,3096,4364,61054718.9376,246
0,3096,4374,61054729.152,246
0,3096,4384,61054739.4048,247
0,3096,4395,61054749.5808,248
0,3096,4405,61054759.8208,248
0,3096,4415,61054769.984,249
0,3096,4425,61054780.4288,249
0,3096,4435,61054790.464,250
0,3096,4445,61054799.6416,251
0,3096,4455,61054809.9328,251
0,3096,4465,61054820.1856,252
0,3096,4475,61054830.4256,252
0,3096,4485,61054839.5136,253
0,3096,4495,61054849.8048,254
0,3096,4505,61054859.8912,254
0,3096,4515,61054870.1824,255
0,3096,4525,61054879.3856,255
0,3096,4535,61054889.5872,256
0,3096,4545,61054899.9936,257
0,3096,4555,61054910.0544,257
0,3096,4566,61054920.3072,258
0,3096,4576,61054930.496,258
0,3096,4586,61054940.6592,259
0,3096,4596,61054951.104,260
0,3096,4606,61054961.2672,260
0,3096,4616,61054970.5216,261
0,3096,4626,61054980.672,261
0,3096,4636,61054990.8224,262
0,3096,4646,61055001.0752,263
0,3096,4656,61055010.24,263
0,3096,4666,61055020.4544,264
0,3096,4676,61055030.6944,264
0,3096,4686,61055040.8192,265
0,3096,4696,61055050.048,266
0,3096,4706,61055060.3776,266
0,3096,4716,61055070.592,267
0,3096,4726,61055080.832,267
0,3096,4736,61055091.9168,268
0,3096,4746,61055100.2624,269
0,3096,4756,61055110.4384,269
0,3096,4766,61055120.6656,270
0,3096,4776,61055130.7904,270
0,3096,4786,61055140.0064,271
0,3096,4796,61055150.3872,272
0,3096,4806,61055160.5248,272
0,3096,4816,61055170.7264,273
0,3096,4826,61055179.968,273
0,3096,4836,61055190.1312,274
0,3096,4846,61055200.384,275
0,3096,4856,61055210.688,275
0,3096,4866,61055219.8656,276
0,3096,4876,61055230.0544,276
0,3096,4886,61055240.256,277
0,3096,4896,61055250.6112,278
0,3096,4907,61055260.6464,278
0,3096,4917,61055270.9248,279
0,3096,4927,61055281.2032,279
0,3096,4937,61055292.2112,280
0,3096,4947,61055301.6192,281
0,3096,4957,61055310.784,281
0,3096,4967,61055321.0112,282
0,3096,4977,61055331.4048,282
0,3096,4987,61055341.4016,283
0,3096,4997,61055350.6688,284
0,3096,5007,61055360.9344,284
0,3096,5017,61055371.2256,285
0,3096,5027,61055381.3632,285
0,3096,5037,61055390.5792,286
0,3096,5047,61055400.768,287
0,3096,5057,61055410.9696,287
0,3096,5067,61055421.312,288
0,3096,5078,61055431.5776,288
0,3096,5088,61055441.6256,289
0,3096,5098,61055451.968,290
0,3096,5108,61055462.272,290
0,3096,5118,61055472.5376,291
0,3096,5128,61055481.5744,291
0,3096,5138,61055491.7632,292
0,3096,5148,61055501.888,293
0,3096,5158,61055512.2432,293
0,3096,5168,61055521.3184,294
0,3096,5178,61055531.5968,294
0,3096,5188,61055542.0032,295
0,3096,5198,61055552.0384,296
0,3096,5208,61055561.4336,296
0,3096,5218,61055571.456,297
0,3096,5228,61055581.6704,297
0,3096,5238,61055592.0128,298
0,3096,5248,61055601.1264,299
0,3096,5258,61055611.3664,299
0,3096,5268,61055621.504,300
0,3096,5278,61055631.8336,300
0,3096,5288,61055642.048,301
0,3096,5298,61055651.3152,302
0,3096,5308,61055661.44,302
0,3096,5318,61055671.6928,303
0,3096,5328,61055681.9968,304
0,3096,5338,61055691.2512,304
0,3096,5348,61055701.3888,305
0,3096,5358,61055711.5264,305
0,3096,5368,61055721.8304,306
0,3096,5378,61055730.9952,306
0,3096,5388,61055741.184,307
0,3096,5398,61055751.488,308
0,3096,5408,61055761.5744,308
0,3096,5419,61055771.8016,309
0,3096,5429,61055782.1056,310
0,3096,5439,61055792.256,310
0,3096,5449,61055802.56,311
0,3096,5459,61055812.8256,311
0,3096,5469,61055822.016,312
0,3096,5479,61055832.2176,313
0,3096,5489,61055842.304,313
0,3096,5499,61055852.608,314
0,3096,5509,61055861.9264,314
0,3096,5519,61055872.128,315
0,3096,5529,61055882.2016,316
0,3096,5539,61055892.544,316
0,3096,5549,61055901.632,317
0,3096,5559,61055912.0384,317
0,3096,5569,61055922.1376,318
0,3096,5579,61055932.416,319
0,3096,5590,61055942.6304,319
0,3096,5600,61055952.8448,320
0,3096,5610,61055963.0336,320
0,3096,5620,61055973.5552,321
0,3096,5630,61055983.5008,322
0,3096,5640,61055992.6912,322
0,3096,5650,61056002.8928,323
0,3096,5660,61056013.2352,323
0,3096,5670,61056023.3216,324
0,3096,5680,61056032.5888,325
0,3096,5690,61056042.816,325
0,3096,5700,61056052.9536,326
0,3096,5710,61056063.1936,326
0,3096,5720,61056072.3968,327
0,3096,5730,61056082.6752,328
0,3096,5740,61056092.9408,328
0,3096,5750,61056103.1424,329
0,3096,5760,61056112.3584,329
0,3096,5770,61056122.496,330
0,3096,5780,61056132.7744,331
0,3096,5790,61056142.9504,331
0,3096,5800,61056153.152,332
0,3096,5810,61056162.304,332
0,3096,5820,61056172.6208,333
0,3096,5830,61056182.8608,334
0,3096,5840,61056193.0496,334
0,3096,5850,61056202.176,335
0,3096,5860,61056212.4928,335
0,3096,5870,61056222.6816,336
0,3096,5880,61056232.896,337
0,3096,5890,61056242.2528,337
0,3096,5900,61056252.352,338
0,3096,5910,61056262.656,338
0,3096,5920,61056272.8448,339
0,3096,5931,61056283.0464,340
0,3096,5941,61056293.2864,340
0,3096,5951,61056303.5136,341
0,3096,5961,61056313.6256,341
0,3096,5971,61056324.1984,342
0,3096,5981,61056333.824,343
0,3096,5991,61056343.3216,343
0,3096,6001,61056353.536,344
0,3096,6011,61056363.7888,344
0,3096,6021,61056372.9152,345
0,3096,6031,61056383.168,346
0,3096,6041,61056393.472,346
0,3096,6051,61056403.584,347
0,3096,6061,61056412.7872,347
0,3096,6071,61056423.104,348
0,3096,6081,61056433.2928,349
0,3096,6091,61056443.4176,349
0,3096,6102,61056453.6832,350
0,3096,6112,61056463.9488,350
0,3096,6122,61056474.8416,351
0,3096,6132,61056484.3776,352
0,3096,6142,61056494.656,352
0,3096,6152,61056503.8336,353
0,3096,6162,61056514.048,353
0,3096,6172,61056524.288,354
0,3096,6182,61056534.4384,355
0,3096,6192,61056543.68,355
0,3096,6202,61056553.8816,356
0,3096,6212,61056564.0448,356
0,6213,6222,61056574.3232,357
0,6213,6232,61056583.552,358
0,6213,6242,61056593.792,358
0,6213,6252,61056604.0064,359
0,6213,6262,61056614.1568,359
0,6213,6272,61056623.3728,360
0,6213,6282,61056633.6256,361
0,6213,6292,61056643.904,361
0,6213,6302,61056654.016,362
0,6213,6312,61056664.2944,362
0,6213,6322,61056673.5744,363
0,6213,6332,61056683.7888,364
0,6213,6342,61056697.6512,364
0,6213,6352,61056704.128,365
0,6213,6362,61056713.2928,365
0,6213,6372,61056723.584,366
0,6213,6382,61056733.8624,367
0,6213,6392,61056743.9488,367
0,6213,6402,61056753.152,368
0,6213,6412,61056763.4432,368
0,6213,6422,61056773.6832,369
0,6213,6432,61056783.9232,370
0,6213,6443,61056794.0864,370
0,6213,6453,61056804.3392,371
0,6213,6463,61056814.6176,371
0,6213,6473,61056824.768,371
0,6213,6483,61056835.0208,371
0,6213,6493,61056844.1728,371
0,6213,6503,61056854.4896,371
0,6213,6513,61056864.704,371
0,6213,6523,61056874.816,371
0,6213,6533,61056884.0576,372
0,6213,6543,61056894.2336,373
0,6213,6553,61056904.5888,373
0,6213,6563,61056914.7264,374
0,6213,6573,61056924.0192,374
0,6213,6583,61056934.1824,375
0,6213,6593,61056944.3968,376
0,6213,6603,61056954.6752,376
0,6213,6614,61056964.8256,377
0,6213,6624,61056975.0656,377
0,6213,6634,61056985.2928,378
0,6213,6644,61056995.4432,379
0,6213,6654,61057006.3616,379
0,6213,6664,61057014.8992,380
0,6213,6674,61057025.1776,380
0,6213,6684,61057035.3792,381
0,6213,6694,61057045.6704,382
0,6213,6704,61057054.7712,382
0,6213,6714,61057065.0624,383
0,6213,6724,61057075.3024,383
0,6213,6734,61057085.4656,384
0,6213,6744,61057094.7072,385
0,6213,6754,61057104.8704,385
0,6213,6764,61057115.2,386
0,6213,6774,61057125.312,386
0,6213,6784,61057134.6816,387
0,6213,6794,61057144.7168,388
0,6213,6804,61057155.0592,388
0,6213,6814,61057165.2224,389
0,6213,6824,61057175.3728,389
0,6213,6834,61057184.64,390
0,6213,6844,61057194.9056,391
0,6213,6854,61057205.0944,391
0,6213,6864,61057215.3088,392
0,6213,6874,61057224.7552,392
0,6213,6884,61057234.7136,393
0,6213,6894,61057245.1328,394
0,6213,6904,61057255.2576,394
0,6213,6914,61057264.4352,395
0,6213,6924,61057274.7648,395
0,6213,6934,61057284.8384,396
0,6213,6944,61057295.1296,397
0,6213,6955,61057305.9712,397
0,6213,6965,61057315.456,398
0,6213,6975,61057325.76,398
0,6213,6985,61057335.9232,399
0,6213,6995,61057346.1888,400
0,6213,7005,61057360.6016,401
0,6213,7015,61057365.696,401
0,6213,7025,61057375.8592,401
0,6213,7035,61057385.9584,402
0,6213,7045,61057395.2128,403
0,6213,7055,61057405.8112,403
0,6213,7065,61057415.6928,404
0,6213,7075,61057425.856,404
0,6213,7085,61057435.2,405
0,6213,7095,61057445.3504,406
0,6213,7105,61057455.6288,406
0,6213,7115,61057465.8944,407
0,6213,7126,61057476.0064,407
0,6213,7136,61057486.336,408
0,6213,7146,61057496.4736,409
0,6213,7156,61057506.7008,409
0,6213,7166,61057516.928,410
0,6213,7176,61057526.1568,410
0,6213,7186,61057536.3456,411
0,6213,7196,61057546.5472,412
0,6213,7206,61057556.7616,412
0,6213,7216,61057565.952,413
0,6213,7226,61057576.256,413
0,6213,7236,61057586.4832,414
0,6213,7246,61057596.6976,415
0,6213,7256,61057605.9008,415
0,6213,7266,61057616.0768,416
0,6213,7276,61057626.368,416
0,6213,7286,61057636.4672,417
0,6213,7296,61057645.76,418
0,6213,7306,61057655.9488,418
0,6213,7316,61057666.2272,419
0,6213,7326,61057676.4928,419
0,6213,7336,61057686.6816,420
0,6213,7346,61057695.8208,421
0,6213,7356,61057706.0736,421
0,6213,7366,61057716.3136,422
0,6213,7376,61057726.4512,422
0,6213,7386,61057735.7056,423
0,6213,7396,61057746.0352,424
0,6213,7406,61057756.1984,424
0,6213,7416,61057766.464,425
0,6213,7426,61057775.6416,425
0,6213,7436,61057785.792,426
0,6213,7446,61057796.0192,427
0,6213,7456,61057806.3104,427
0,6213,7467,61057816.4864,428
0,6213,7477,61057826.7136,428
0,6213,7487,61057836.9792,429
0,6213,7497,61057847.1168,430
0,6213,7507,61057857.3952,430
0,6213,7517,61057866.56,431
0,6213,7527,61057876.8128,431
0,6213,7537,61057886.9888,432
0,6213,7547,61057897.1904,433
0,6213,7557,61057906.3808,433
0,6213,7567,61057916.8,434
0,6213,7577,61057926.9504,434
0,6213,7587,61057937.0752,435
0,6213,7597,61057946.176,436
0,6213,7607,61057956.544,436
0,6213,7617,61057966.7328,437
0,6213,7627,61057976.8576,437
0,6213,7638,61057987.3536,438
0,6213,7648,61057997.44,439
0,6213,7658,61058007.9232,439
0,6213,7668,61058017.8432,440
0,6213,7678,61058028.0704,441
0,6213,7688,61058037.3376,441
0,6213,7698,61058047.5776,442
0,6213,7708,61058057.728,442
0,6213,7718,61058067.9424,443
0,6213,7728,61058077.1456,443
0,6213,7738,61058087.4112,444
0,6213,7748,61058097.4848,445
0,6213,7758,61058107.7888,445
0,6213,7768,61058117.0176,446
0,6213,7778,61058127.2832,446
0,6213,7788,61058137.6512,447
0,6213,7798,61058147.7248,448
0,6213,7808,61058156.864,448
0,6213,7818,61058167.0528,449
0,6213,7828,61058177.28,449
0,6213,7838,61058187.5456,450
0,6213,7848,61058197.8496,451
0,6213,7858,61058206.9632,451
0,6213,7868,61058217.4848,452
0,6213,7878,61058227.456,453
0,6213,7888,61058237.5936,453
0,6213,7898,61058246.7584,454
0,6213,7908,61058257.024,454
0,6213,7918,61058267.3664,455
0,6213,7928,61058277.4784,456
0,6213,7938,61058286.7968,456
0,6213,7948,61058296.8832,457
0,6213,7958,61058307.5712,457
0,6213,7968,61058317.44,458
0,6213,7979,61058327.5648,459
0,6213,7989,61058337.8432,459
0,6213,7999,61058348.1216,460
0,6213,8009,61058358.2464,460
0,6213,8019,61058368.4736,461
0,6213,8029,61058377.7152,462
0,6213,8039,61058387.9296,462
0,6213,8049,61058398.2592,463
0,6213,8059,61058408.3072,463
0,6213,8069,61058417.6,464
0,6213,8079,61058427.8656,465
0,6213,8089,61058438.08,465
0,6213,8099,61058448.2176,466
0,6213,8109,61058457.4848,466
0,6213,8119,61058467.6608,467
0,6213,8129,61058477.9264,468
0,6213,8139,61058488.32,468
0,6213,8150,61058498.4576,469
0,6213,8160,61058508.5312,469
0,6213,8170,61058518.848,470
0,6213,8180,61058528.9472,471
0,6213,8190,61058539.2128,471
0,6213,8200,61058548.48,472
0,6213,8210,61058558.6688,472
0,6213,8220,61058568.8832,473
0,6213,8230,61058579.2512,474
0,6213,8240,61058588.2624,474
0,6213,8250,61058598.5152,475
0,6213,8260,61058608.8064,475
0,6213,8270,61058618.9312,476
0,6213,8280,61058628.288,477
0,6213,8290,61058638.3744,477
0,6213,8300,61058648.7168,478
0,6213,8310,61058658.88,478
0,6213,8320,61058668.1984,479
0,6213,8330,61058678.208,480
0,6213,8340,61058688.5632,480
0,6213,8350,61058698.7648,481
0,6213,8360,61058708.9152,481
0,6213,8370,61058718.1568,482
0,6213,8380,61058728.3072,483
0,6213,8390,61058738.5856,483
0,6213,8400,61058748.8896,484
0,6213,8410,61058758.0544,484
0,6213,8420,61058768.2432,485
0,6213,8430,61058778.432,486
0,6213,8440,61058788.6848,486
0,6213,8450,61058797.9136,487
0,6213,8460,61058808,487
0,6213,8470,61058818.2656,488
0,6213,8480,61058828.5696,489
0,6213,8491,61058839.296,489
0,6213,8501,61058848.9728,490
0,6213,8511,61058859.1872,490
0,6213,8521,61058869.3504,491
0,6213,8531,61058879.6672,492
0,6213,8541,61058888.8576,492
0,6213,8551,61058899.136,493
0,6213,8561,61058909.4272,493
0,6213,8571,61058919.6416,494
0,6213,8581,61058928.7168,495
0,6213,8591,61058938.9184,495
0,6213,8601,61058949.1584,496
0,6213,8611,61058959.3472,496
0,6213,8621,61058968.6272,497
0,6213,8631,61058979.8656,498
0,6213,8641,61058989.0432,498
0,6213,8651,61058999.3088,499
0,6213,8662,61059009.4336,499
0,6213,8672,61059019.6864,500
0,6213,8682,61059029.9648,501
0,6213,8692,61059040.2816,501
0,6213,8702,61059050.3936,502
0,6213,8712,61059059.5968,502
0,6213,8722,61059069.9008,503
0,6213,8732,61059080,504
0,6213,8742,61059090.2272,504
0,6213,8752,61059099.4304,505
0,6213,8762,61059109.6576,505
0,6213,8772,61059119.9616,506
0,6213,8782,61059130.0864,507
0,6213,8792,61059139.2384,507
0,6213,8802,61059149.5808,508
0,6213,8812,61059159.9872,508
0,6213,8822,61059169.8944,509
0,6213,8832,61059179.2128,510
0,6213,8842,61059189.44,510
0,6213,8852,61059199.616,511
0,6213,8862,61059209.9712,511
0,6213,8872,61059220.0704,512
0,6213,8882,61059229.1968,513
0,6213,8892,61059239.5136,513
0,6213,8902,61059249.8432,514
0,6213,8912,61059259.9552,514
0,6213,8922,61059269.056,515
0,6213,8932,61059279.4112,516
0,6213,8942,61059289.6,516
0,6213,8952,61059299.6992,517
0,8952,8962,61059308.928,517
0,8952,8972,61059319.168,518
0,8952,8982,61059329.4336,519
0,8952,8992,61059339.7504,519
0,8952,9003,61059349.9392,520
0,8952,9013,61059360.128,520
0,8952,9023,61059370.368,521
0,8952,9033,61059380.5696,522
0,8952,9043,61059390.8224,522
0,8952,9053,61059400.0384,523
0,8952,9063,61059410.3168,523
0,8952,9073,61059420.3776,524
0,8952,9083,61059430.7328,525
0,8952,9093,61059439.9616,525
0,8952,9103,61059450.0736,526
0,8952,9113,61059460.4288,526
0,8952,9123,61059470.528,527
0,8952,9133,61059479.6544,528
0,8952,9143,61059489.9328,528
0,8952,9153,61059500.1984,529
0,8952,9163,61059510.3872,529
0,8952,9174,61059520.704,530
0,8952,9184,61059530.9824,531
0,8952,9194,61059541.1072,531
0,8952,9204,61059551.3472,532
0,8952,9214,61059562.5344,533
0,8952,9224,61059570.7008,533
0,8952,9234,61059580.9664,534
0,8952,9244,61059591.168,534
0,8952,9254,61059601.344,535
0,8952,9264,61059610.6368,535
0,8952,9274,61059621.0432,536
0,8952,9284,61059630.9632,537
0,8952,9294,61059641.2544,537
0,8952,9304,61059650.4704,538
0,8952,9314,61059660.6464,538
0,8952,9324,61059671.0784,539
0,8952,9334,61059681.0752,540
0,8952,9344,61059690.2528,540
0,8952,9354,61059700.5696,541
0,8952,9364,61059710.8224,541
0,8952,9374,61059721.1008,542
0,8952,9384,61059731.1872,543
0,8952,9394,61059740.3776,543
0,8952,9404,61059750.7968,544
0,8952,9414,61059760.9984,545
0,8952,9424,61059771.0848,545
0,8952,9434,61059780.2112,546
0,8952,9444,61059790.5408,546
0,8952,9454,61059800.7808,547
0,8952,9464,61059810.9824,548
0,8952,9474,61059820.0576,548
0,8952,9484,61059830.4512,549
0,8952,9494,61059840.6912,549
0,8952,9504,61059851.072,550
0,8952,9515,61059861.056,551
0,8952,9525,61059871.232,551
0,8952,9535,61059881.5616,552
0,8952,9545,61059891.712,552
0,8952,9555,61059902.0672,553
0,8952,9565,61059911.0912,554
0,8952,9575,61059921.3824,554
0,8952,9585,61059931.5584,555
0,8952,9595,61059942.1312,555
0,8952,9605,61059951.04,556
0,8952,9615,61059961.2288,557
0,8952,9625,61059971.3408,557
0,8952,9635,61059981.7216,558
0,8952,9645,61059990.912,558
0,8952,9655,61060001.088,559
0,8952,9665,61060011.3408,560
0,8952,9675,61060021.4912,560
0,8952,9686,61060031.8208,561
0,8952,9696,61060042.0608,561
0,8952,9706,61060052.1984,562
0,8952,9716,61060062.4384,563
0,8952,9726,61060072.7296,563
0,8952,9736,61060081.8816,564
0,8952,9746,61060091.9936,564
0,8952,9756,61060102.3616,565
0,8952,9766,61060112.5248,566
0,8952,9776,61060121.7664,566
0,8952,9786,61060131.9808,567
0,8952,9796,61060142.2464,567
0,8952,9806,61060152.576,568
0,8952,9816,61060161.5872,568
0,8952,9826,61060171.8656,569
0,8952,9836,61060182.0032,570
0,8952,9846,61060192.3456,570
0,8952,9856,61060201.4592,571
0,8952,9866,61060211.712,571
0,8952,9876,61060222.016,572
0,8952,9886,61060232.128,573
